fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol,quality,type,pH_bin_5,pH_bin_10
8.0,0.16,0.36,3.2,0.39,10.3,4,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.25,0.27,3.05,0.38,9.0,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.7,0.39,0.28,3.19,0.58,12.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.26,0.33,3.39,0.38,9.9,5,White,"(3.236, 3.494]","(3.365, 3.494]"
6.0,0.28,0.22,3.2,0.46,10.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.43,0.28,3.31,0.55,9.3,5,White,"(3.236, 3.494]","(3.236, 3.365]"
9.1,0.33,0.38,3.1,0.7,9.5,5,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.5,0.05,3.43,0.5,9.2,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.28,0.39,3.27,0.72,11.7,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.35,0.24,3.35,0.38,11.0,5,White,"(3.236, 3.494]","(3.236, 3.365]"
8.3,0.24,0.27,2.99,0.68,11.9,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.26,0.32,3.25,0.52,10.8,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.16,0.26,3.38,0.55,10.1,5,White,"(3.236, 3.494]","(3.365, 3.494]"
7.9,0.18,0.36,3.25,0.52,10.9,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.5,0.24,0.32,3.27,0.31,10.4,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.33,0.64,3.05,0.39,9.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.7,0.28,0.35,3.27,0.5,9.6,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.26,0.52,3.1,0.46,9.0,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.14,0.32,3.4,0.74,11.5,7,White,"(3.236, 3.494]","(3.365, 3.494]"
8.2,0.21,0.32,3.17,0.48,10.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.2,0.31,3.4,0.42,9.9,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.2,0.115,0.3,3.44,0.4,9.6,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.4,0.29,0.2,3.1,0.54,10.6,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.24,0.34,3.24,0.46,11.8,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.24,0.34,3.18,0.43,12.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.22,0.33,3.2,0.41,10.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.5,0.18,0.39,3.27,0.45,10.3,6,White,"(3.236, 3.494]","(3.236, 3.365]"
9.8,0.93,0.45,3.12,0.59,10.2,4,White,"(2.978, 3.236]","(3.107, 3.236]"
7.8,0.29,0.33,3.11,0.46,10.7,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.9,0.28,0.32,3.05,0.31,11.7,4,White,"(2.978, 3.236]","(2.978, 3.107]"
8.5,0.25,0.27,3.01,0.33,12.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.4,0.18,0.27,3.52,0.66,10.6,6,White,"(3.494, 3.752]","(3.494, 3.623]"
6.3,0.24,0.37,3.3,0.34,12.2,4,White,"(3.236, 3.494]","(3.236, 3.365]"
6.0,0.33,0.38,3.47,0.48,11.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.37,0.28,3.23,0.46,12.4,7,White,"(2.978, 3.236]","(3.107, 3.236]"
9.9,0.49,0.23,2.77,0.44,9.4,6,White,"(2.719, 2.978]","(2.719, 2.849]"
7.0,0.35,0.31,3.18,0.47,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.19,0.3,3.14,0.49,9.1,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.32,0.13,3.23,0.37,9.2,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.19,0.3,3.14,0.49,9.1,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.34,0.24,3.25,0.44,9.0,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.7,0.24,0.31,3.22,0.55,10.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.36,0.43,3.4,0.46,9.5,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.4,0.29,0.25,3.11,0.4,11.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.32,0.27,3.24,0.47,10.0,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.3,0.24,3.22,0.47,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.33,0.24,3.29,0.47,10.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.18,0.31,3.19,0.44,9.5,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.39,0.81,3.08,0.53,9.5,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.25,0.18,3.11,0.42,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.18,0.32,3.35,0.49,9.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.18,0.32,2.92,0.54,9.4,6,White,"(2.719, 2.978]","(2.849, 2.978]"
7.6,0.27,0.42,3.31,0.51,12.7,6,White,"(3.236, 3.494]","(3.236, 3.365]"
9.2,0.23,0.35,3.09,0.32,9.7,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.9,0.28,0.41,3.27,0.51,9.7,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.22,0.26,3.1,0.38,11.7,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.3,0.18,0.29,3.09,0.37,11.7,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.1,0.26,0.19,3.16,0.52,9.7,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.25,0.42,3.24,0.52,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.24,0.23,3.25,0.53,9.1,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.0,0.28,0.27,3.23,0.67,10.3,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.8,0.24,0.38,3.21,0.55,9.9,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.27,0.33,3.22,0.56,9.9,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.39,0.34,3.26,0.6,10.2,5,White,"(3.236, 3.494]","(3.236, 3.365]"
8.9,0.24,0.33,3.0,0.37,12.1,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.23,0.24,3.15,0.64,11.3,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.26,0.3,3.19,0.49,11.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.32,0.35,3.17,0.64,12.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.24,0.26,3.18,0.5,9.9,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.21,0.33,3.63,0.78,10.3,6,White,"(3.494, 3.752]","(3.623, 3.752]"
7.4,0.17,0.29,3.52,0.65,10.4,6,White,"(3.494, 3.752]","(3.494, 3.623]"
8.5,0.28,0.34,3.13,0.4,9.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.8,0.3,0.37,3.32,0.62,10.0,5,White,"(3.236, 3.494]","(3.236, 3.365]"
8.1,0.25,0.38,3.21,0.38,11.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.28,0.29,3.44,0.6,10.5,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.5,0.24,0.36,3.28,0.36,12.5,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.22,0.32,2.98,0.44,10.5,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.0,0.45,0.28,3.06,0.47,11.4,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.9,0.23,0.33,3.42,0.42,9.8,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.6,0.23,0.26,3.03,0.44,9.2,4,White,"(2.978, 3.236]","(2.978, 3.107]"
7.7,0.28,0.58,3.08,0.46,8.9,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.7,0.27,0.61,3.07,0.46,8.9,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.1,0.2,0.36,2.92,0.59,9.5,7,White,"(2.719, 2.978]","(2.849, 2.978]"
6.9,0.25,0.35,3.21,0.36,11.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.4,0.2,0.31,2.96,0.45,9.5,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.5,0.39,0.35,3.35,0.51,9.7,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.23,0.38,3.17,0.79,9.7,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.44,0.42,3.32,0.46,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.28,0.19,3.16,0.5,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.34,0.2,3.13,0.45,9.0,4,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.15,0.29,3.6,0.44,10.6,6,White,"(3.494, 3.752]","(3.494, 3.623]"
7.2,0.29,0.18,3.16,0.49,9.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.23,0.45,3.05,0.54,8.8,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.23,0.42,3.54,0.74,10.4,5,White,"(3.494, 3.752]","(3.494, 3.623]"
7.0,0.36,0.14,3.13,0.51,8.9,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.5,0.31,0.24,3.16,0.38,10.6,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.2,0.29,3.28,0.45,10.6,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.27,0.18,3.23,0.47,9.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.18,0.29,3.54,0.6,10.5,7,White,"(3.494, 3.752]","(3.494, 3.623]"
7.2,0.29,0.2,3.16,0.52,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.26,0.19,3.14,0.43,10.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.21,0.21,3.38,0.46,10.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.1,0.14,0.35,2.97,0.68,10.4,5,White,"(2.719, 2.978]","(2.849, 2.978]"
7.2,0.39,0.54,3.11,0.53,9.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.48,0.28,3.24,0.45,9.3,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.36,0.31,3.18,0.45,9.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.5,0.25,0.31,3.06,0.44,11.5,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.9,0.3,0.21,3.11,0.48,9.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.19,0.43,3.52,0.77,10.4,6,White,"(3.494, 3.752]","(3.494, 3.623]"
9.4,0.42,0.32,3.08,0.43,10.6,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.3,0.2,0.3,3.47,0.4,8.5,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.3,0.19,0.25,3.53,0.66,10.5,7,White,"(3.494, 3.752]","(3.494, 3.623]"
6.7,0.25,0.26,3.39,0.46,9.9,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.25,0.28,3.4,0.42,10.4,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.1,0.46,0.32,3.35,0.47,10.1,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.29,0.26,3.04,0.49,9.2,4,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.31,0.18,3.17,0.44,9.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.14,0.3,3.53,0.39,10.6,6,White,"(3.494, 3.752]","(3.494, 3.623]"
7.1,0.4,0.52,3.08,0.56,8.7,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.16,0.25,3.61,0.54,10.2,6,White,"(3.494, 3.752]","(3.494, 3.623]"
6.3,0.16,0.22,3.61,0.55,10.3,6,White,"(3.494, 3.752]","(3.494, 3.623]"
7.4,0.33,0.26,3.06,0.68,9.5,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.41,0.24,3.17,0.49,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.43,0.23,3.17,0.49,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.4,0.28,3.16,0.58,12.6,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.18,0.24,3.52,0.64,10.5,7,White,"(3.494, 3.752]","(3.494, 3.623]"
8.6,0.17,0.28,3.1,0.56,10.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.32,0.23,3.18,0.46,9.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.32,0.31,3.38,0.58,12.2,7,White,"(3.236, 3.494]","(3.365, 3.494]"
7.5,0.42,0.19,3.23,0.37,10.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.28,0.31,3.29,0.57,10.6,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.29,0.42,3.24,0.53,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.41,0.18,3.34,0.54,12.8,8,White,"(3.236, 3.494]","(3.236, 3.365]"
7.3,0.3,0.33,3.34,0.44,12.6,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.22,0.28,3.45,0.45,9.4,5,White,"(3.236, 3.494]","(3.365, 3.494]"
6.0,0.26,0.18,3.21,0.43,9.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.44,0.18,3.23,0.48,9.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.5,0.42,0.2,3.06,0.4,9.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.36,0.3,3.33,0.42,12.2,7,White,"(3.236, 3.494]","(3.236, 3.365]"
5.6,0.295,0.2,3.21,0.68,10.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.21,0.55,2.93,0.44,9.2,5,White,"(2.719, 2.978]","(2.849, 2.978]"
9.4,0.28,0.3,3.11,0.49,9.3,5,White,"(2.978, 3.236]","(3.107, 3.236]"
8.1,0.28,0.34,3.14,0.5,9.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.22,0.26,3.34,0.41,12.0,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.32,0.3,3.33,0.63,12.6,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.19,0.33,3.31,0.38,12.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.7,0.42,0.38,3.4,0.58,11.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.4,0.2,0.31,3.25,0.39,12.0,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.24,0.62,3.16,0.44,8.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.5,0.26,0.59,3.17,0.46,8.9,4,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.4,0.32,3.59,0.48,12.7,7,White,"(3.494, 3.752]","(3.494, 3.623]"
8.0,0.2,0.3,3.1,0.67,11.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
4.6,0.445,0.0,3.79,0.55,10.2,5,White,"(3.752, 4.01]","(3.752, 3.881]"
6.1,0.41,0.04,3.24,0.61,9.9,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.2,0.34,3.35,0.66,11.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.3,0.21,3.22,0.48,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.35,0.17,3.13,0.36,9.7,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.35,0.55,3.11,0.29,9.7,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.3,0.4,3.19,0.53,9.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.5,0.38,0.29,3.25,0.59,9.3,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.3,0.32,2.95,0.42,10.5,5,White,"(2.719, 2.978]","(2.849, 2.978]"
6.3,0.4,0.32,3.47,0.59,9.3,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.37,0.28,3.45,0.6,12.6,8,White,"(3.236, 3.494]","(3.365, 3.494]"
8.3,0.27,0.34,3.18,0.51,10.3,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.26,0.22,3.29,0.67,10.6,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.28,0.35,3.15,0.57,9.0,4,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.34,0.3,3.48,0.62,9.7,5,White,"(3.236, 3.494]","(3.365, 3.494]"
7.0,0.23,0.26,3.22,0.55,9.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.29,0.29,3.49,0.59,10.3,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.7,0.4,0.27,3.21,0.59,12.3,8,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.17,0.27,3.4,0.52,10.5,5,White,"(3.236, 3.494]","(3.365, 3.494]"
8.1,0.24,0.26,3.11,0.49,10.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.28,0.63,3.08,0.44,8.8,4,White,"(2.978, 3.236]","(2.978, 3.107]"
7.5,0.23,0.29,3.0,0.54,10.9,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.3,0.26,0.31,2.95,0.77,12.2,6,White,"(2.719, 2.978]","(2.849, 2.978]"
7.9,0.46,0.4,3.06,0.62,9.5,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.9,0.31,0.22,3.47,0.59,10.0,5,White,"(3.236, 3.494]","(3.365, 3.494]"
7.9,0.25,0.34,3.11,0.57,9.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.28,0.16,3.13,0.46,8.7,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.18,0.26,3.39,0.48,10.7,7,White,"(3.236, 3.494]","(3.365, 3.494]"
6.5,0.21,0.28,3.43,0.48,11.1,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.6,0.48,0.33,3.25,0.45,12.5,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.34,0.32,3.3,0.5,10.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
8.9,0.21,0.37,3.2,0.37,11.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.32,0.27,3.05,0.66,9.4,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.495,0.27,3.03,0.36,9.3,5,White,"(2.978, 3.236]","(2.978, 3.107]"
8.1,0.25,0.34,3.17,0.49,10.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.2,0.25,0.46,3.28,0.58,9.7,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.18,0.29,3.49,0.5,10.5,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.7,0.24,0.26,3.42,0.42,9.7,5,White,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.32,0.24,3.59,0.51,9.2,5,White,"(3.494, 3.752]","(3.494, 3.623]"
7.6,0.32,0.35,3.19,0.44,9.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.33,0.44,3.12,0.52,9.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.3,0.3,3.15,0.49,9.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.34,0.3,3.25,0.37,10.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.16,0.29,3.68,0.46,10.7,6,White,"(3.494, 3.752]","(3.623, 3.752]"
6.3,0.1,0.24,3.59,0.49,10.5,7,White,"(3.494, 3.752]","(3.494, 3.623]"
6.2,0.45,0.73,3.21,0.43,9.2,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.33,0.18,3.28,0.4,11.5,4,White,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.48,0.37,3.05,0.54,10.4,3,White,"(2.978, 3.236]","(2.978, 3.107]"
7.2,0.2,0.3,3.3,0.41,12.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.32,0.29,3.38,0.43,12.2,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.0,0.22,0.29,3.29,0.46,9.8,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.27,0.19,3.49,0.63,9.6,4,White,"(3.236, 3.494]","(3.365, 3.494]"
6.4,0.27,0.19,3.49,0.64,9.5,4,White,"(3.236, 3.494]","(3.365, 3.494]"
7.0,0.23,0.42,3.5,0.59,10.2,6,White,"(3.494, 3.752]","(3.494, 3.623]"
6.9,0.15,0.28,3.24,0.46,10.4,8,White,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.26,0.29,3.28,0.53,11.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.2,0.68,3.05,0.41,8.7,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.9,0.3,0.29,3.29,0.54,9.9,4,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.3,0.3,3.29,0.54,9.9,4,White,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.21,0.35,3.06,0.45,11.3,4,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.46,0.26,3.38,0.51,12.0,8,White,"(3.236, 3.494]","(3.365, 3.494]"
7.0,0.28,0.26,3.43,0.5,10.7,8,White,"(3.236, 3.494]","(3.365, 3.494]"
6.5,0.24,0.29,3.13,0.7,10.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.17,0.34,3.25,0.49,9.6,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.17,0.34,3.25,0.49,9.6,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.695,0.55,3.29,0.49,8.7,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.27,0.29,3.54,0.59,10.3,5,White,"(3.494, 3.752]","(3.494, 3.623]"
6.5,0.19,0.27,3.17,0.41,11.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.36,0.39,3.15,0.49,11.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.16,0.24,3.66,0.57,10.3,6,White,"(3.494, 3.752]","(3.623, 3.752]"
9.2,0.19,0.42,3.09,0.66,10.0,4,White,"(2.978, 3.236]","(2.978, 3.107]"
9.2,0.16,0.49,3.1,0.53,10.2,4,White,"(2.978, 3.236]","(2.978, 3.107]"
8.0,0.26,0.28,3.12,0.56,10.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.8,0.33,0.36,2.96,0.98,12.7,6,White,"(2.719, 2.978]","(2.849, 2.978]"
9.8,0.16,0.46,3.04,0.67,9.6,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.23,0.18,3.16,0.49,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.9,0.44,0.26,3.17,0.52,12.7,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.31,0.27,3.34,0.54,11.0,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.705,0.1,3.1,0.5,9.1,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.1,0.21,0.28,3.35,0.64,10.2,4,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.16,0.26,3.38,0.58,10.1,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.3,0.38,0.17,3.47,0.66,9.4,4,White,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.38,0.18,3.53,0.71,9.2,4,White,"(3.494, 3.752]","(3.494, 3.623]"
8.2,0.24,0.3,2.98,0.5,10.0,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.16,0.26,3.38,0.58,10.1,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.3,0.815,0.09,3.15,0.46,9.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.41,0.16,3.16,0.42,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
8.1,0.4,0.32,3.05,0.46,13.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.26,0.43,3.26,0.55,9.5,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.44,0.18,3.56,0.72,9.2,5,White,"(3.494, 3.752]","(3.494, 3.623]"
7.2,0.24,0.29,3.36,0.68,10.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.3,0.22,0.26,3.27,0.48,11.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
8.1,0.34,0.28,3.14,0.55,9.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.28,0.17,3.22,0.46,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.29,0.14,3.23,0.42,9.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.27,0.17,3.21,0.47,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.35,0.2,3.11,0.5,8.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.35,0.35,3.17,0.5,9.8,4,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.43,0.28,3.17,0.43,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.26,0.28,3.13,0.5,10.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.27,0.37,3.48,0.75,9.9,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.46,0.26,3.14,0.47,10.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.2,0.28,3.17,1.06,11.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.285,0.32,3.0,0.45,9.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.32,0.33,3.15,0.6,10.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.34,0.34,3.15,0.61,10.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.32,0.33,3.15,0.6,10.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.27,0.26,3.43,0.64,9.8,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.26,0.27,3.36,0.62,10.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.27,0.26,3.45,0.63,10.6,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.56,0.15,3.28,0.52,9.4,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.3,0.19,0.27,3.38,0.54,11.0,7,White,"(3.236, 3.494]","(3.365, 3.494]"
6.3,0.2,0.26,3.53,0.56,10.8,6,White,"(3.494, 3.752]","(3.494, 3.623]"
7.1,0.29,0.3,3.3,0.67,9.0,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.32,0.33,3.07,0.58,9.6,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.1,0.33,0.36,3.19,0.54,10.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
